"Item ID","Form","Descriptor","Question summary","Response type","Difficulty","Cognitive category","Misconception","Expected answer","Reviewer verdict","Wording issue","Visual issue","Curriculum issue","Recommended action"
"y2-number-pre-14-v1","Pre-Test","AC9M2N06","Pay $20 for a $13 item. Enter the change in dollars.","Constructed Response","Moderate","Application","financial-operation-choice","7","","","","",""
"y2-number-pre-15-v1","Pre-Test","AC9M2N06","A shopkeeper finds change. Which calculation should they use?","Selected Response","Moderate","Reasoning","financial-operation-choice, operation-story-structure","Amount paid - cost","","","","",""
"y2-number-pre-16-v1","Pre-Test","AC9M2A01","What number comes next?","Constructed Response","Easy","Recall","pattern-rule-vs-example","35","","","","",""
"y2-number-pre-17-v1","Pre-Test","AC9M2A01","The rule is subtract 10. Fill the gap.","Constructed Response","Moderate","Application","pattern-rule-vs-example","60","","","","",""
"y2-number-pre-18-v1","Pre-Test","AC9M2A02","13 + 7 = 20. What is 20 - 13?","Constructed Response","Easy","Understanding","inverse-addition-subtraction","7","","","","",""
"y2-number-pre-19-v1","Pre-Test","AC9M2A02","Use 9 + 8 = 17. Find 17 - 8.","Constructed Response","Moderate","Application","fact-recall-transfer","9","","","","",""
"y2-number-pre-20-v1","Pre-Test","AC9M2A03","Double 8 is 16. Halve 16 into 2 equal groups. How many in each?","Constructed Response","Moderate","Application","fact-recall-transfer","8","","","","",""
"y2-number-post-01-v1","Post-Test","AC9M2N01","Read the blocks. Flats show 100, rods show 10 and small blocks show 1.","Constructed Response","Easy","Recall","numeral-quantity-disconnect","542","","","","",""
"y2-number-post-02-v1","Post-Test","AC9M2N01","Put these numbers in order. Largest first.","Manipulated Response","Moderate","Application","numeral-quantity-disconnect","906||690||609","","","","",""
"y2-number-post-03-v1","Post-Test","AC9M2N02","What number do 7 hundreds, 0 tens and 8 ones make?","Constructed Response","Easy","Understanding","place-value-position","708","","","","",""
"y2-number-post-04-v1","Post-Test","AC9M2N02","Which partition does not make 482?","Selected Response","Challenging","Reasoning","nonstandard-partition, part-whole-conservation","400 + 28","","","","",""
"y2-number-post-05-v1","Post-Test","AC9M2N03","How many of the 4 equal parts are selected?","Constructed Response","Easy","Understanding","unequal-fraction-parts","3","","","","",""
"y2-number-post-06-v1","Post-Test","AC9M2N03","Two quarters cover the same amount as how many eighths?","Constructed Response","Moderate","Application","denominator-size, fraction-whole","4","","","","",""
"y2-number-post-07-v1","Post-Test","AC9M2N04","What is 46 + 37?","Constructed Response","Easy","Recall","operation-story-structure","83","","","","",""
"y2-number-post-08-v1","Post-Test","AC9M2N04","Find 94 - 58.","Constructed Response","Moderate","Application","operation-story-structure","36","","","","",""
"y2-number-post-09-v1","Post-Test","AC9M2N04","Which strategy correctly solves 73 - 28?","Selected Response","Challenging","Reasoning","operation-story-structure","73 - 30 + 2","","","","",""
"y2-number-post-10-v1","Post-Test","AC9M2N05","Find the total in this array.","Constructed Response","Easy","Understanding","additive-vs-multiplicative","24","","","","",""
"y2-number-post-11-v1","Post-Test","AC9M2N05","Put 30 counters into groups of 5. How many groups?","Constructed Response","Moderate","Application","equal-sharing-vs-grouping","6","","","","",""
"y2-number-post-12-v1","Post-Test","AC9M2N05","18 counters are shared among 3 teams. Which statement is correct?","Selected Response","Challenging","Reasoning","equal-sharing-vs-grouping","Each team gets 6.","","","","",""
"y2-number-post-13-v1","Post-Test","AC9M2N06","A book costs $9. A game costs $6. Enter the total in dollars.","Constructed Response","Moderate","Application","coin-count-vs-value","15","","","","",""
"y2-number-post-14-v1","Post-Test","AC9M2N06","An item costs $12. You pay $20. Enter the change in dollars.","Constructed Response","Moderate","Application","financial-operation-choice","8","","","","",""
"y2-number-post-15-v1","Post-Test","AC9M2N06","Which equation correctly finds the change?","Selected Response","Challenging","Reasoning","financial-operation-choice, coin-count-vs-value","20 - 13 = 7","","","","",""
"y2-number-post-16-v1","Post-Test","AC9M2A01","Complete this increasing pattern.","Constructed Response","Easy","Understanding","pattern-rule-vs-example","55","","","","",""
"y2-number-post-17-v1","Post-Test","AC9M2A01","Start at 140. Subtract 20 three times. Where do you land?","Constructed Response","Moderate","Application","pattern-rule-vs-example","80","","","","",""
"y2-number-post-18-v1","Post-Test","AC9M2A02","12 + 9 = 21. What is 21 - 12?","Constructed Response","Moderate","Understanding","inverse-addition-subtraction","9","","","","",""
"y2-number-post-19-v1","Post-Test","AC9M2A02","17 players started. 8 remain. How many left the game?","Constructed Response","Challenging","Transfer","fact-recall-transfer","9","","","","",""
"y2-number-post-20-v1","Post-Test","AC9M2A03","Double 9 is 18. Which related halving fact is true?","Selected Response","Moderate","Reasoning","fact-recall-transfer","18 ÷ 2 = 9","","","","",""
