"level","week","lesson_origin","question","response_type","answer","visual","read_aloud"
"3","6","3","Find the unknown value.","typed_response","23","unknown_tile_equation","Find the unknown value. Type the missing value in the question mark."
"3","6","3","Find the unknown value.","typed_response","24","unknown_tile_equation","Find the unknown value. Type the missing value in the question mark."
"3","6","3","Find the unknown value.","typed_response","25","unknown_tile_equation","Find the unknown value. Type the missing value in the question mark."
"3","7","1","Use the smaller known fact to calculate the larger related fact.","typed_response","150","expression_flow","Use the smaller known fact to calculate the larger related fact. Type the missing value in the question mark."
"3","7","1","Use the smaller known fact to calculate the larger related fact.","typed_response","170","expression_flow","Use the smaller known fact to calculate the larger related fact. Type the missing value in the question mark."
"3","7","1","Use the smaller known fact to calculate the larger related fact.","typed_response","190","expression_flow","Use the smaller known fact to calculate the larger related fact. Type the missing value in the question mark."
"3","7","1","Use the smaller known fact to calculate the larger related fact.","typed_response","140","expression_flow","Use the smaller known fact to calculate the larger related fact. Type the missing value in the question mark."
"3","7","1","Use the smaller known fact to calculate the larger related fact.","typed_response","160","expression_flow","Use the smaller known fact to calculate the larger related fact. Type the missing value in the question mark."
"3","7","2","Use the known fact to find the next product.","typed_response","30","expression_flow","Use the known fact to find the next product. Type the missing value in the question mark."
"3","7","2","Use the known fact to find the next product.","typed_response","70","expression_flow","Use the known fact to find the next product. Type the missing value in the question mark."
"3","7","2","Use the known fact to find the next product.","typed_response","24","expression_flow","Use the known fact to find the next product. Type the missing value in the question mark."
"3","7","2","Use the known fact to find the next product.","typed_response","36","expression_flow","Use the known fact to find the next product. Type the missing value in the question mark."
"3","7","2","Use the known fact to find the next product.","typed_response","50","expression_flow","Use the known fact to find the next product. Type the missing value in the question mark."
"3","7","3","Use the known fact to find the next product.","typed_response","40","expression_flow","Use the known fact to find the next product. Type the missing value in the question mark."
"3","7","3","Use the known fact to find the next product.","typed_response","15","expression_flow","Use the known fact to find the next product. Type the missing value in the question mark."
"3","7","3","Use the known fact to find the next product.","typed_response","24","expression_flow","Use the known fact to find the next product. Type the missing value in the question mark."
"3","7","3","Use the known fact to find the next product.","typed_response","35","expression_flow","Use the known fact to find the next product. Type the missing value in the question mark."
"3","7","3","Use the known fact to find the next product.","typed_response","80","expression_flow","Use the known fact to find the next product. Type the missing value in the question mark."
"4","1","1","Restore equality. What number belongs in the box?","typed_response","143","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","1","1","Restore equality. What number belongs in the box?","typed_response","144","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","1","1","Restore equality. What number belongs in the box?","typed_response","145","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","1","1","Restore equality. What number belongs in the box?","typed_response","146","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","1","1","Restore equality. What number belongs in the box?","typed_response","147","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","1","2","Restore equality. What number belongs in the box?","typed_response","148","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","1","2","Restore equality. What number belongs in the box?","typed_response","149","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","1","2","Restore equality. What number belongs in the box?","typed_response","150","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","1","2","Restore equality. What number belongs in the box?","typed_response","151","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","1","2","Restore equality. What number belongs in the box?","typed_response","152","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","1","3","Restore equality. What number belongs in the box?","typed_response","153","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","1","3","Restore equality. What number belongs in the box?","typed_response","154","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","1","3","Restore equality. What number belongs in the box?","typed_response","155","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","1","3","Restore equality. What number belongs in the box?","typed_response","156","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","1","3","Restore equality. What number belongs in the box?","typed_response","157","balance_equation_card","Restore equality. What number belongs in the box? Type the missing value in the question mark."
"4","2","1","Find the missing addend.","typed_response","23","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","2","1","Find the missing addend.","typed_response","24","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","2","1","Find the missing addend.","typed_response","25","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","2","1","Find the missing addend.","typed_response","26","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","2","1","Find the missing addend.","typed_response","27","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","2","2","Find the missing addend.","typed_response","28","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","2","2","Find the missing addend.","typed_response","29","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","2","2","Find the missing addend.","typed_response","30","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","2","2","Find the missing addend.","typed_response","31","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","2","2","Find the missing addend.","typed_response","32","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","2","3","Find the missing addend.","typed_response","33","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","2","3","Find the missing addend.","typed_response","34","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","2","3","Find the missing addend.","typed_response","35","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","2","3","Find the missing addend.","typed_response","36","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","2","3","Find the missing addend.","typed_response","37","unknown_tile_equation","Find the missing addend. Type the missing value in the question mark."
"4","3","1","Find the missing part.","typed_response","43","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","3","1","Find the missing part.","typed_response","44","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","3","1","Find the missing part.","typed_response","45","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","3","1","Find the missing part.","typed_response","46","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","3","1","Find the missing part.","typed_response","47","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","3","2","Find the missing part.","typed_response","48","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","3","2","Find the missing part.","typed_response","49","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","3","2","Find the missing part.","typed_response","50","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","3","2","Find the missing part.","typed_response","51","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","3","2","Find the missing part.","typed_response","52","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","3","3","Find the missing part.","typed_response","53","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","3","3","Find the missing part.","typed_response","54","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","3","3","Find the missing part.","typed_response","55","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","3","3","Find the missing part.","typed_response","56","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","3","3","Find the missing part.","typed_response","57","inverse_step_card","Find the missing part. Type the missing value in the question mark."
"4","4","1","Reorder or regroup the addends, then find the total.","typed_response","56","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","4","1","Reorder or regroup the addends, then find the total.","typed_response","58","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","4","1","Reorder or regroup the addends, then find the total.","typed_response","60","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","4","1","Reorder or regroup the addends, then find the total.","typed_response","62","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","4","1","Reorder or regroup the addends, then find the total.","typed_response","64","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","4","2","Reorder or regroup the addends, then find the total.","typed_response","57","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","4","2","Reorder or regroup the addends, then find the total.","typed_response","59","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","4","2","Reorder or regroup the addends, then find the total.","typed_response","61","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","4","2","Reorder or regroup the addends, then find the total.","typed_response","63","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","4","2","Reorder or regroup the addends, then find the total.","typed_response","65","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","4","3","Reorder or regroup the addends, then find the total.","typed_response","58","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","4","3","Reorder or regroup the addends, then find the total.","typed_response","60","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","4","3","Reorder or regroup the addends, then find the total.","typed_response","62","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","4","3","Reorder or regroup the addends, then find the total.","typed_response","64","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","4","3","Reorder or regroup the addends, then find the total.","typed_response","66","expression_flow","Reorder or regroup the addends, then find the total. Type the missing value in the question mark."
"4","5","1","Use the related fact. What is the missing quotient?","typed_response","5","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","5","1","Use the related fact. What is the missing quotient?","typed_response","6","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","5","1","Use the related fact. What is the missing quotient?","typed_response","7","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","5","1","Use the related fact. What is the missing quotient?","typed_response","8","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","5","1","Use the related fact. What is the missing quotient?","typed_response","9","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","5","2","Use the related fact. What is the missing quotient?","typed_response","10","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","5","2","Use the related fact. What is the missing quotient?","typed_response","11","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","5","2","Use the related fact. What is the missing quotient?","typed_response","4","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","5","2","Use the related fact. What is the missing quotient?","typed_response","5","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","5","2","Use the related fact. What is the missing quotient?","typed_response","6","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","5","3","Use the related fact. What is the missing quotient?","typed_response","7","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","5","3","Use the related fact. What is the missing quotient?","typed_response","8","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","5","3","Use the related fact. What is the missing quotient?","typed_response","9","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","5","3","Use the related fact. What is the missing quotient?","typed_response","10","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","5","3","Use the related fact. What is the missing quotient?","typed_response","11","inverse_step_card","Use the related fact. What is the missing quotient? Type the missing value in the question mark."
"4","6","1","Use a known fact strategy to calculate the product.","typed_response","54","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","6","1","Use a known fact strategy to calculate the product.","typed_response","70","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","6","1","Use a known fact strategy to calculate the product.","typed_response","99","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","6","1","Use a known fact strategy to calculate the product.","typed_response","16","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","6","1","Use a known fact strategy to calculate the product.","typed_response","30","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","6","2","Use a known fact strategy to calculate the product.","typed_response","42","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","6","2","Use a known fact strategy to calculate the product.","typed_response","63","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","6","2","Use a known fact strategy to calculate the product.","typed_response","32","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","6","2","Use a known fact strategy to calculate the product.","typed_response","54","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","6","2","Use a known fact strategy to calculate the product.","typed_response","70","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","6","3","Use a known fact strategy to calculate the product.","typed_response","99","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","6","3","Use a known fact strategy to calculate the product.","typed_response","16","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","6","3","Use a known fact strategy to calculate the product.","typed_response","30","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","6","3","Use a known fact strategy to calculate the product.","typed_response","42","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","6","3","Use a known fact strategy to calculate the product.","typed_response","63","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","1","Use a known fact strategy to calculate the product.","typed_response","30","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","1","Use a known fact strategy to calculate the product.","typed_response","42","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","1","Use a known fact strategy to calculate the product.","typed_response","63","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","1","Use a known fact strategy to calculate the product.","typed_response","32","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","1","Use a known fact strategy to calculate the product.","typed_response","54","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","2","Use a known fact strategy to calculate the product.","typed_response","70","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","2","Use a known fact strategy to calculate the product.","typed_response","99","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","2","Use a known fact strategy to calculate the product.","typed_response","16","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","2","Use a known fact strategy to calculate the product.","typed_response","30","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","2","Use a known fact strategy to calculate the product.","typed_response","42","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","3","Use a known fact strategy to calculate the product.","typed_response","63","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","3","Use a known fact strategy to calculate the product.","typed_response","32","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","3","Use a known fact strategy to calculate the product.","typed_response","54","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","3","Use a known fact strategy to calculate the product.","typed_response","70","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"4","7","3","Use a known fact strategy to calculate the product.","typed_response","99","expression_flow","Use a known fact strategy to calculate the product. Type the missing value in the question mark."
"5","1","1","Use multiplication and division as inverse operations. Find the unknown.","typed_response","9","inverse_step_card","Use multiplication and division as inverse operations. Find the unknown. Type the missing value in the question mark."
"5","1","1","Use multiplication and division as inverse operations. Find the unknown.","typed_response","10","inverse_step_card","Use multiplication and division as inverse operations. Find the unknown. Type the missing value in the question mark."
