"Item ID","Form","Descriptor","Question summary","Response type","Difficulty","Cognitive category","Misconception","Expected answer","Reviewer verdict","Wording issue","Visual issue","Curriculum issue","Recommended action"
"y4-measurement-pre-16-v3","Pre-Test","AC9M4M03","A market opens at 11:40 am and closes at 1:10 pm. Enter how long it is open in minutes.","Constructed response","Moderate","Reasoning","am-pm-boundary","90","","","","",""
"y4-measurement-pre-17-v3","Pre-Test","AC9M4M04","A turn is 250 degrees. Enter how many degrees more than a straight angle this is.","Constructed response","Challenging","Reasoning","angle-classification-range","70","","","","",""
"y4-measurement-pre-18-v3","Pre-Test","AC9M4M01","A pencil begins at the 3.2 cm mark and ends at the 11.7 cm mark. Enter its actual length in centimetres.","Constructed response","Challenging","Reasoning","ruler-starting-point","8.5","","","","",""
"y4-measurement-pre-19-v3","Pre-Test","AC9M4M02","A rectangular pool cover is 9 m by 4 m. A student calculates 26 to describe the cover's surface. Enter the correct surface area in square metres.","Constructed response","Challenging","Reasoning","perimeter-vs-area","36","","","","",""
"y4-measurement-pre-20-v3","Pre-Test","AC9M4M03","An excursion begins at 10:35 am. It includes 85 minutes of activities and a 25-minute lunch. Enter the finish time as four digits in 24-hour time, without punctuation.","Constructed response","Very Challenging","Transfer","am-pm-boundary","1225","","","","",""
"y4-measurement-post-01-v3","Post-Test","AC9M4M01","A tank scale labels 0 mL and 200 mL with 5 equal intervals. What does each interval represent?","Selected response","Easy","Recall","scale-interval-value","40 mL","","","","",""
"y4-measurement-post-02-v3","Post-Test","AC9M4M01","Read the ruler shown. Enter the crayon length in centimetres.","Constructed response","Easy","Understanding","scale-interval-value","13.7","","","","",""
"y4-measurement-post-03-v3","Post-Test","AC9M4M02","A rectangular garden is 7 m long and 3 m wide. What is its perimeter in metres?","Constructed response","Easy","Understanding","perimeter-vs-area","20","","","","",""
"y4-measurement-post-04-v3","Post-Test","AC9M4M03","A sports carnival lasts 3 hours. What is its duration in minutes?","Constructed response","Easy","Understanding","elapsed-time-base-ten","180","","","","",""
"y4-measurement-post-05-v3","Post-Test","AC9M4M04","An angle is larger than a straight angle but smaller than a full revolution. What is its name?","Selected response","Easy","Understanding","angle-classification-range","Reflex angle","","","","",""
"y4-measurement-post-06-v3","Post-Test","AC9M4M01","Read the cheese scale shown. Enter the mass in grams.","Constructed response","Easy","Application","scale-interval-value","1250","","","","",""
"y4-measurement-post-07-v3","Post-Test","AC9M4M02","A mosaic is 7 squares across and 4 squares high. What is its area in square units?","Constructed response","Moderate","Application","linear-vs-square-units","28","","","","",""
"y4-measurement-post-08-v3","Post-Test","AC9M4M03","A workshop starts at 9:40 am and finishes at 10:25 am. What is its duration in minutes?","Constructed response","Moderate","Application","elapsed-time-base-ten","45","","","","",""
"y4-measurement-post-09-v3","Post-Test","AC9M4M04","A rectangular floor tile has four corners. How many are right angles?","Constructed response","Moderate","Application","rotated-right-angle","4","","","","",""
"y4-measurement-post-10-v3","Post-Test","AC9M4M01","Read the jug shown. Enter the amount in millilitres.","Constructed response","Moderate","Application","scale-interval-value","1750","","","","",""
"y4-measurement-post-11-v3","Post-Test","AC9M4M02","A playground has boundary lengths 6 m, 4 m, 3 m, 2 m, 3 m and 6 m. What is its perimeter in metres?","Constructed response","Moderate","Application","perimeter-vs-area","24","","","","",""
"y4-measurement-post-12-v3","Post-Test","AC9M4M03","A concert starts at 7:35 pm and lasts 50 minutes. Enter its finish time as four digits.","Constructed response","Moderate","Application","duration-vs-clock-time","2025","","","","",""
"y4-measurement-post-13-v3","Post-Test","AC9M4M04","Two drawn angles both open 75 degrees, with different arm lengths. Which statement is correct?","Selected response","Moderate","Application","angle-arm-length","The angles are equal because arm length does not change the opening.","","","","",""
"y4-measurement-post-14-v3","Post-Test","AC9M4M01","Read the storeroom thermometer. Enter the temperature in degrees Celsius.","Constructed response","Moderate","Application","scale-interval-value","22","","","","",""
"y4-measurement-post-15-v3","Post-Test","AC9M4M02","One poster covers 35 square units and another covers 28. What is the difference in square units?","Constructed response","Moderate","Application","linear-vs-square-units","7","","","","",""
"y4-measurement-post-16-v3","Post-Test","AC9M4M03","A stall opens at 11:25 am and closes at 12:55 pm. How long is it open in minutes?","Constructed response","Moderate","Reasoning","am-pm-boundary","90","","","","",""
"y4-measurement-post-17-v3","Post-Test","AC9M4M04","A turn is 260 degrees. How many degrees more than a straight angle is this?","Constructed response","Challenging","Reasoning","angle-classification-range","80","","","","",""
"y4-measurement-post-18-v3","Post-Test","AC9M4M01","A wire begins at the 4.3 cm mark and ends at the 12.9 cm mark. What is its actual length in centimetres?","Constructed response","Challenging","Reasoning","ruler-starting-point","8.6","","","","",""
"y4-measurement-post-19-v3","Post-Test","AC9M4M02","A rectangular cover is 8 m by 5 m. A student calculates 26 for its surface. What is the correct area in square metres?","Constructed response","Challenging","Reasoning","perimeter-vs-area","40","","","","",""
"y4-measurement-post-20-v3","Post-Test","AC9M4M03","A festival begins at 11:45 am. It includes 75 minutes of activities and a 35-minute break. Enter its finish time as four digits.","Constructed response","Very Challenging","Transfer","am-pm-boundary","1335","","","","",""
