"Item ID","Form","Descriptor","Question summary","Response type","Difficulty","Cognitive category","Misconception","Expected answer","Reviewer verdict","Wording issue","Visual issue","Curriculum issue","Recommended action"
"y1-starpath-post-02-v1","Post-Test","AC9M1SP01","What is the name of this four-sided shape?","Selected Response","Easy","Recall","shape-orientation-invariance","Validated interaction","","","","",""
"y1-starpath-post-03-v1","Post-Test","AC9M1SP01","What feature do these shapes share?","Selected Response","Easy","Understanding","classification-single-rule","Validated interaction","","","","",""
"y1-starpath-post-04-v1","Post-Test","AC9M1SP01","How are the wheel and clock alike?","Selected Response","Easy","Understanding","shape-in-object","Validated interaction","","","","",""
"y1-starpath-post-05-v1","Post-Test","AC9M1SP01","Which shape joins this four-sided group?","Selected Response","Easy","Understanding","shape-colour-size","Validated interaction","","","","",""
"y1-starpath-post-06-v1","Post-Test","AC9M1SP01","Which main shape appears in both objects?","Selected Response","Easy","Understanding","shape-in-object","Validated interaction","","","","",""
"y1-starpath-post-07-v1","Post-Test","AC9M1SP01","Build a three-sided shape.","Manipulated Response","Easy","Understanding","shape-feature-count","Validated interaction","","","","",""
"y1-starpath-post-08-v1","Post-Test","AC9M1SP01","Add the missing side to finish the square.","Manipulated Response","Moderate","Understanding","shape-feature-count","Validated interaction","","","","",""
"y1-starpath-post-09-v1","Post-Test","AC9M1SP01","Pair every object with a shape partner.","Manipulated Response","Moderate","Application","shape-in-object","Validated interaction","","","","",""
"y1-starpath-post-10-v1","Post-Test","AC9M1SP01","Build a square standing on one corner.","Manipulated Response","Moderate","Application","shape-orientation-invariance","Validated interaction","","","","",""
"y1-starpath-post-11-v1","Post-Test","AC9M1SP01","Finish the wide four-sided shape.","Manipulated Response","Moderate","Application","shape-feature-count","Validated interaction","","","","",""
"y1-starpath-post-12-v1","Post-Test","AC9M1SP01","Match each object by its main outline.","Manipulated Response","Moderate","Reasoning","shape-colour-size, shape-in-object","Validated interaction","","","","",""
"y1-starpath-post-13-v1","Post-Test","AC9M1SP02","Send these directions in the shown order.","Manipulated Response","Moderate","Application","route-start-order","Validated interaction","","","","",""
"y1-starpath-post-14-v1","Post-Test","AC9M1SP02","Record the path from the rover to the flag.","Manipulated Response","Moderate","Application","viewpoint-left-right","Validated interaction","","","","",""
"y1-starpath-post-15-v1","Post-Test","AC9M1SP02","Create a route from the rover to the star.","Manipulated Response","Moderate","Application","route-destination-only","Validated interaction","","","","",""
"y1-starpath-post-16-v1","Post-Test","AC9M1SP02","Complete the started route to the star.","Manipulated Response","Challenging","Application","route-start-order","Validated interaction","","","","",""
"y1-starpath-post-17-v1","Post-Test","AC9M1SP02","Find the direction that breaks this route.","Selected Response","Challenging","Reasoning","route-start-order","Validated interaction","","","","",""
"y1-starpath-post-18-v1","Post-Test","AC9M1SP02","Which move prevents the rover reaching the flag?","Selected Response","Challenging","Reasoning","route-destination-only","Validated interaction","","","","",""
"y1-starpath-post-19-v1","Post-Test","AC9M1SP02","Repair the route and reach the star.","Manipulated Response","Challenging","Reasoning","viewpoint-left-right","Validated interaction","","","","",""
"y1-starpath-post-20-v1","Post-Test","AC9M1SP02","Visit the crystal, avoid the asteroid and reach the star.","Manipulated Response","Challenging","Transfer","route-start-order, route-destination-only","Validated interaction","","","","",""
